,F1Score_class0,Recall_class0,Precision_class0,F1Score_class1,Recall_class1,Precision_class1,F1Score_class2,Recall_class2,Precision_class2,F1Score_class3,Recall_class3,Precision_class3,F1Score_class4,Recall_class4,Precision_class4,F1Score_class5,Recall_class5,Precision_class5,F1Score_class6,Recall_class6,Precision_class6
219,0.9758936258410128,0.9920744258255065,0.9602321750725548,0.9824939402100727,0.977087858014725,0.9879601773298087,0.8492735882485585,0.8591540115453853,0.8396178343949044,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.8648880903089724,0.828729695274442,0.9043456951478517
220,0.9840196637720355,0.9871831105193571,0.9808764268965614,0.984738979900778,0.9891064126978092,0.9804099466376974,0.832088737499454,0.7786677563728102,0.8933795948987246,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.8599098742983636,0.8314477907941104,0.8903896529142109
221,0.9839685258537629,0.9732112131462739,0.994966306730535,0.9904735053642177,0.99805619102659,0.9830051691383297,0.8653089166524045,0.8322177108710394,0.9011406844106464,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.8923923006416132,0.8325921871223512,0.961447306051509
222,0.9261248479935145,0.942877776981124,0.9099568536342516,0.9834565525741961,0.9890892401692488,0.977887656007335,0.8308397165151407,0.7560912051132128,0.9219891960597394,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.8554958323595856,0.7821937321380203,0.9439573663400378
223,0.9839792807865967,0.9827404660082067,0.9852212226913898,0.9637865408426878,0.963016139702851,0.9645581755874674,0.7806641762911682,0.7499753069914077,0.8139717705913883,,0.0,0.0,,0.0,0.0,0.5840085912330373,0.9055404175278413,0.4309798270893372,0.7125194026655248,0.6515907977825168,0.786017949929145
224,0.9182879377431906,0.8922495272415407,0.9458917835671342,0.9712218542605967,0.9817484687267393,0.960918584331642,0.7878537269425767,0.7811965202231461,0.7946253717269892,,0.0,0.0,,0.0,0.0,0.7581623134328359,0.695847602590786,0.8327356557377049,0.902135231316726,0.8632160724817766,0.9447295244101711
225,0.9346855466258451,0.9686673716329102,0.903007148139019,0.9629920196846082,0.9678065113943456,0.9582251916136096,0.6956477962091272,0.7455487212287931,0.65200773840419,,0.0,0.0,,0.0,0.0,0.7338973799126638,0.7570382880751582,0.7121292372881356,0.8707054428247015,0.7993275050222104,0.956081081081081
226,0.9877945299157539,0.9950372924319068,0.980656443942076,0.9320896544378339,0.9254150740875107,0.9388612154188061,0.8371828657055754,0.794709133095886,0.8844530169590218,,0.0,,0.8286233200145297,0.867178590402677,0.7933504903665577,,0.0,,,0.0,
227,0.9908063641914746,0.9932528164780303,0.9883719338589575,0.9317896580240308,0.9499692515037004,0.9142928058652818,0.849655271992203,0.8137034604067582,0.888930850862948,,0.0,,0.8894533437120188,0.9033564493508084,0.8759717029346101,,0.0,,,0.0,
228,0.9935266514258212,0.9906420961636663,0.9964280542549597,0.9645972592366056,0.9424319171070137,0.9878303406311519,0.9215586462831902,0.9370846551699087,0.9065387348969438,,0.0,,0.9592727062607741,0.9728863884791982,0.9460347611359103,,0.0,,,0.0,
229,0.9951857057989034,0.9953246449587638,0.9950468054167045,0.9596706031962656,0.9594102233994417,0.9599311243484736,0.8543661772008229,0.8803450039558259,0.829876662302763,,0.0,,,0.0,,0.7810309278350516,0.7599507810421597,0.8033139173217214,0.8589918556020252,0.8654306749875427,0.8526481384373361
230,0.9455668284075871,0.9491675520812668,0.9419933204429601,0.9774083626710846,0.9837935657424887,0.971105510014169,0.7907781323630291,0.7865788536379151,0.7950224887556222,,0.0,,,0.0,,0.6829268292682927,0.7211216090456807,0.6485745614035088,0.8646523265838223,0.8135237793458288,0.922638546107247
231,0.8568365990653004,0.887940993433934,0.827837613918807,0.9665602387562067,0.9545319071385779,0.978895584082904,0.38745387453874536,0.9715302484188396,0.2419783726289665,,0.0,,0.9046364893798435,0.9663212434842001,0.8503544330851708,,0.0,,0.7637132586170438,0.6736551517814179,0.8815661003710212
232,0.9080236474682395,0.8567849135999793,0.9657807111428232,0.948824709760642,0.9593504771358436,0.9385274081845312,,0.0,,,0.0,,0.9233205678251606,0.9299020972423685,0.9168315472854741,,0.0,,,0.0,
233,0.9433753313242076,0.9081106586583927,0.9814895264718659,0.9343473325766174,0.925508949705791,0.9433561518244606,0.922206653173491,0.9388538621063417,0.906139515909709,,0.0,,0.935091250730854,0.9548180691177373,0.9161630561216012,,0.0,,,0.0,
234,0.9566131961259079,0.9188737389755085,0.9975854559227346,0.9180532648898692,0.9221660196658792,0.9139770320424383,0.8956604415855762,0.9228834058799495,0.8699974916197295,,0.0,,0.9156492134303826,0.9269485985844613,0.9046219868164157,,0.0,,,0.0,
235,0.9328124999999999,0.9480048859548857,0.9180993690851735,0.9711370583393192,0.9632333822118047,0.9791715125499566,0.7317685002687692,0.7272079769490001,0.7363865849260729,0.8402493169398906,0.9736816067108259,0.7389802508072388,0.9209220398692478,0.9195981598931269,0.9222497371009871,,0.0,,0.7762237762237764,0.6712913551507323,0.9200390053632375
236,0.9959690302758423,0.9937272580840848,0.998220939861298,0.9678101206469236,0.9753379037071851,0.9603976483795681,0.8663781066741133,0.8665595977329404,0.8661966915613876,,0.0,,,0.0,,0.7883732789393165,0.7401378781603384,0.843334060658957,0.8398818987054281,0.9045103217978172,0.7838731558419535
237,0.9356129217216799,0.9088814623295134,0.9639644477860423,0.9550702193361025,0.9506299197886581,0.9595521939491084,0.6616870829598644,0.7553433377091079,0.5886939571150097,0.9104945317201735,0.942796974344903,0.8803322765761066,0.9194510086229831,0.938290532741207,0.9013531343008806,,0.0,,0.758390753500778,0.6932141403115749,0.8370951913640824
238,0.9581512382465898,0.9548994098279522,0.9614252899747517,0.9162247788698474,0.8862597152613664,0.9482870295403548,0.8951494834781419,0.9247710052887942,0.8673666905311166,0.9029861175812914,0.9551580555114899,0.8562183890275415,0.9032964740246192,0.8943400123710405,0.9124341412012645,,0.0,,0.7148614609571788,0.742543170726037,0.6891694997571637
239,0.9645637018010913,0.9610149188568782,0.9681387913741224,0.908988196116909,0.8605407231100652,0.9632161817293908,0.8788383952967636,0.8869840511142906,0.87084098995191,0.9139679223253242,0.9683573149083413,0.8653633560249026,0.8687297832279245,0.8997899789679038,0.8397423931304835,,0.0,,,0.0,
240,0.9787311896811965,0.9760302871236798,0.9814470817566793,0.9574328749181402,0.9306914935696482,0.9857564264643911,0.927536858177942,0.9255303857740826,0.9295520491980771,0.9263821106721408,0.9700148708673783,0.8865057204279819,0.8917395594654715,0.8829822469235896,0.9006723200108112,,0.0,,,0.0,
241,0.9710593919478694,0.9609639815779624,0.9813691690705691,0.9186686783499038,0.8936725374857325,0.9451033458038154,0.9316449735639302,0.9383060982428135,0.9250777581264865,0.8935783308312012,0.9489378901087286,0.8443219052185726,0.8953534551231135,0.8884729063747628,0.9023414048429057,,0.0,,,0.0,
242,0.9740748248755546,0.9573488392544556,0.9913956473896565,0.9394184243032144,0.949836607426852,0.9292263031216125,0.945270133073163,0.9476590040122372,0.9428932756338056,0.9147528221097703,0.9584534231900346,0.8748634964757271,0.910216430067489,0.8870945792294355,0.9345758661887694,,0.0,,,0.0,
243,0.9508808416931734,0.9634335295741466,0.9386510476420507,0.937162261440256,0.9359551294440756,0.9383725111975676,0.9526991071956483,0.9338936038010028,0.9722775349763376,,0.0,,0.9202534672405547,0.9733181587957348,0.8726757369614513,,0.0,,,0.0,
244,0.991515923214261,0.9949447252861303,0.988110672809026,0.9756949497889682,0.9701346490308559,0.9813193553783528,0.8474461313716283,0.8299100755758272,0.865739260206801,,0.0,,,0.0,,0.7795144157814872,0.7724812029494375,0.786676875957121,0.7890152523677304,0.8163715072163422,0.7634329456793758
245,0.9160216421685086,0.9175827549923975,0.9144658322367415,0.9397204217996594,0.9447353279495867,0.9347584754205688,0.9356265580349,0.9151773766621429,0.9570104791815666,0.7932890947790159,0.8487229861717518,0.7446525111650866,0.7466251944012443,0.8367261572199717,0.6740424575985623,,0.0,,,0.0,
246,0.9426420366345856,0.9278783711277184,0.9578831138102374,0.9323356153478746,0.9497396973523777,0.915557918106346,0.941268152789305,0.9221560543524038,0.9611892313446495,0.8934139138795413,0.9202093796095279,0.8681348014681348,0.5905232288933477,0.9740325860621015,0.4236987818383167,,0.0,,,0.0,
247,0.9684246458440008,0.9617259636959752,0.9752172987837816,0.9639667223626773,0.9717793142201958,0.9562787468541178,0.9089308358978088,0.8899609319252494,0.9287270566486201,0.8978034846172953,0.9680887698118198,0.8370331160882655,0.9365639839279192,0.9234605297010923,0.950044653884888,,0.0,,,0.0,
248,0.9673100628832679,0.9607885682253993,0.9739206937723873,0.9548114274475095,0.9474505976913483,0.9622875266366024,0.8916798131492143,0.8949435545044325,0.8884397901484067,0.8827329112703666,0.9778568885028226,0.8044751640112465,0.9549454102657594,0.9447734171744904,0.9653388227439635,,0.0,,,0.0,
