,F1Score_class0,Recall_class0,Precision_class0,F1Score_class1,Recall_class1,Precision_class1,F1Score_class2,Recall_class2,Precision_class2,F1Score_class3,Recall_class3,Precision_class3,F1Score_class4,Recall_class4,Precision_class4,F1Score_class5,Recall_class5,Precision_class5,F1Score_class6,Recall_class6,Precision_class6,F1Score_class7,Recall_class7,Precision_class7
0,0.9493440233236152,0.9785875278066914,0.9217975937721161,0.9660333447023655,0.9492173638578004,0.9834558823529411,0.8990724808845539,0.961017760731303,0.8446293639406982,,0.0,0.0,,0.0,0.0,0.8809916926720897,0.8468556803688284,0.9179952800446775,0.8292682926829268,0.8280354632485655,0.8305047985685626,0.9361613169117559,0.9313660240910442,0.9410062439961575
1,0.9495929868503444,0.9885919162357915,0.9135542168674698,0.9750149683641599,0.9752201216985753,0.9748099013104675,0.9232075584524307,0.9404956260888302,0.906543592634348,,0.0,0.0,,0.0,0.0,0.8558923180362016,0.825916596676439,0.8881258549931601,0.8823293172690763,0.8874257785318324,0.8772910593778701,0.9523483886374244,0.9516666124222917,0.9530311423947165
2,0.9736254934492821,0.9875812440822213,0.9600586708789349,0.9796652419625632,0.9681657629984008,0.9914411768093905,0.9072626057856293,0.9646901837012115,0.8562881525799496,,0.0,0.0,,0.0,0.0,0.8367807381637187,0.8241899914902734,0.8497621379599832,0.9115237726241213,0.8716951170868944,0.9551663138358032,0.929341525620218,0.941138488165459,0.9178366464871982
3,0.897974453530009,0.9452070205957237,0.8552377074213581,0.9547530868301894,0.9252777276474305,0.9861681524113017,0.8327762965188328,0.8999634754900376,0.7749239962260195,,0.0,0.0,,0.0,0.0,0.8795490080759686,0.8263611859726906,0.9400545794621776,0.37971014492753624,0.3465608464774986,0.4198717948717949,0.9152762773576602,0.952709174941637,0.8806737247353225
4,0.819049006043836,0.7244621923580494,0.9420435510887772,0.9513009419005876,0.9595153886492679,0.9432259496245885,0.8690390892444868,0.9139455937508344,0.8283388520971302,,0.0,0.0,,0.0,0.0,0.8675164518728922,0.8180181509508151,0.9233908582089553,0.5399912904630572,0.5397562389611851,0.540226546616323,0.9525110661784796,0.9484165850325946,0.9566410537870472
5,0.9690676576675046,0.9590048673922115,0.9793438639125152,0.9665314401622719,0.9745142766862851,0.958678325466223,0.9233025110104572,0.9547598234321371,0.8938519828239454,,0.0,0.0,,0.0,0.0,0.8817559795158445,0.8422483396138454,0.9251524308473545,0.5346241764152212,0.5147591919951426,0.556083916083916,0.9655779428915114,0.946833913505181,0.985079094269594
6,0.9714285714285715,0.9547319280018769,0.9887196015235863,0.8200759329567554,0.8544963332970867,0.7883211678832117,0.9472620937279835,0.9696411503956066,0.9258927386167529,,0.0,0.0,,0.0,0.0,0.8852438937258225,0.8339102342057246,0.9433120880555133,0.5299248120300751,0.515355366915661,0.5453419993809966,0.9730198850858689,0.9674611372733434,0.9786428798980568
7,0.9431885197562414,0.95959999961616,0.9273289524545806,0.9845953287265456,0.9749902377352705,0.9943915512491331,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.9346853838282805,0.9685482141349914,0.9031104199066874
8,0.9036720577764216,0.9781986344465539,0.8396975425330813,0.9059757626410364,0.9066071925137151,0.9053452115812918,0.9571013954020359,0.9720270073981992,0.9426272212678476,,0.0,0.0,,0.0,0.0,0.8377032419775075,0.7675107269968118,0.9220270074052562,0.7137452711223203,0.8927444787912109,0.5945378151260504,0.9803868489407094,0.9709806324642719,0.9899770904925544
9,0.9813779440898084,0.9688803893455423,0.9942021229149942,0.9175690102180877,0.9459905659633655,0.8908054486230382,0.9616648016460312,0.9763829740375704,0.9473837684828915,,0.0,0.0,,0.0,0.0,0.8078238191828455,0.7272395262311661,0.9084924721371309,0.004123711340206185,0.0023640661910590234,0.016129032258064516,0.9869824680745802,0.9793814432869492,0.9947023995014023
10,0.9850500730017069,0.9873036810673439,0.982806729585556,0.9468549609953048,0.9512517435962392,0.9424986361156574,0.9785636754751239,0.9862361964087911,0.9710096112420984,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.9840496685762274,0.9694358756046114,0.999110797115572
11,0.9510891903000411,0.9178897259349902,0.9867803837953092,0.9552702265063914,0.9312323577304407,0.9805819547107826,0.9637502551140555,0.9879088929074671,0.9407449786477595,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.9906940867078358,0.9845519343615498,0.9969133560897668
12,0.9699296225207934,0.9683807088840017,0.9714834988785646,0.9729523358149516,0.9587836172213804,0.9875461008070981,0.9409844515076023,0.9791625282869341,0.9056718172965623,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.051103368176538905,0.029023746663557063,0.21359223300970873,0.9909765073961116,0.9846908011606433,0.9973429779268883
13,0.9731321310268679,0.9675530614863251,0.9787759131293189,0.9715938358516484,0.95342249367151,0.9904712935410467,0.8891633583296574,0.9712505219565304,0.8198703869410776,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.6205191594561187,0.5114099427418868,0.7888120678818353,0.9908068585111387,0.9841389961313967,0.9975656911167294
14,0.9640070475711049,0.988387096689171,0.9408007860476542,0.9771275988771482,0.9706986614342267,0.98364226177895,0.818464809050186,0.9318810511219524,0.7296602138892649,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.4612876935615322,0.3269786249777647,0.7828492392807745,0.990419384272245,0.9815216390148654,0.999479925996027
15,0.9777219079544661,0.9791579241395459,0.9762900976290098,0.9068485280899918,0.8568676892754629,0.9630212740834039,0.8590574408287459,0.9234476042814549,0.80306155683422,,0.0,0.0,,0.0,0.0,0.9189182825321702,0.9422700823105906,0.8966959239005561,0.894723482564965,0.865265418813585,0.9262580475627381,0.9779019484691631,0.9740835023086958,0.9817504493535107
16,0.9548516101873289,0.9533466427494645,0.9563613365658269,0.9192129935296448,0.8742590173670541,0.9690405924606047,0.8769323127720245,0.9311924777694093,0.8286474029427406,,0.0,0.0,,0.0,0.0,0.9139959682396018,0.9081674365182486,0.9198997971098505,0.8785713173587432,0.8299699946805328,0.9332186683425396,0.95996939506414,0.9862521115053059,0.9350511377150559
17,0.9631408775981525,0.9721212120305714,0.954324942791762,0.9678774833414009,0.9462714219355525,0.9904932546374368,0.953282957616635,0.9661869699090196,0.9407190843493406,,0.0,0.0,,0.0,0.0,0.9246045888584384,0.9244114611263475,0.9247977972810187,0.8830290038482399,0.8705948257857713,0.895823507834198,0.974837744650644,0.9756416274313888,0.9740351854901017
18,0.988099725378278,0.9878337639433767,0.9883658300118496,0.988751035057006,0.9835717268456174,0.9939851785896473,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.9248318332543818,0.9513859108435778,0.8997198053384456
19,0.9512362637362637,0.952544703936539,0.9499314128943759,0.9624175168855413,0.9510132970984342,0.9740985671547788,0.9457158205748052,0.9619945355059838,0.9299788695192815,,0.0,0.0,,0.0,0.0,0.881990268612944,0.8877297732158953,0.8763245033112583,0.834263891910183,0.8784485390981142,0.7943112256639204,0.9573853927326452,0.9333347001862351,0.9827083738099864
20,0.9462941964745903,0.9856130554035617,0.9099920697858842,0.9327964256748104,0.9082042614250587,0.9587574587574588,0.9543991942773029,0.9613455695575671,0.9475524834114474,,0.0,0.0,,0.0,0.0,0.8141849104396599,0.9002880921174545,0.7431138120087192,0.8009698791066183,0.8704720901966692,0.7417457305502846,0.9611157196184156,0.933246073289033,0.9907011543394613
21,0.9831865492393915,0.99610642431894,0.9705975339867214,0.9612796041861198,0.9485688301515276,0.9743356523021707,0.9554864822558644,0.9481041644393431,0.9629846655908841,,0.0,0.0,,0.0,0.0,0.14817688130333592,0.7113594027721426,0.08270188352457242,0.830048365903436,0.8369510063236765,0.8232586512866016,0.9402017243540269,0.9244259955775792,0.9565252405943385
22,0.9834354063052325,0.9773692809659011,0.9895773016792125,0.9571832825424468,0.9368515243637886,0.9784171061121866,0.9536535299783053,0.9691633875687703,0.9386322723964916,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.850334359409829,0.843618365583213,0.8571581425208645,0.9413598381999121,0.9187603375518387,0.9650991731344798
23,0.9501630181648812,0.9119356276656524,0.9917355371900827,0.9602667113537542,0.9496545949174926,0.9711186827693241,0.9360026619343389,0.9643591761984261,0.9092661319286484,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.8291845976429556,0.839312151187831,0.8192985381579678,0.959312011864521,0.9374288322281752,0.9822412858058472
24,0.9664437689969606,0.9721169132339417,0.960836455941013,0.9623930536192564,0.9355970711521264,0.99076919412087,0.921731975727656,0.9463569165632953,0.8983560545308741,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.7393495550830774,0.8417608032237976,0.6591547318169053,0.9549966550346248,0.941251247434524,0.969149469718284
25,0.9750743196890007,0.9712984053784693,0.9788797061524335,0.9696714146140794,0.9500327472321021,0.9901391441323182,0.9187837520544728,0.9600107946085716,0.8809518449312231,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.8205528401856491,0.8645490738389693,0.7808176346439459,0.9783632944411865,0.9714584023434484,0.9853670458132644
26,0.9483929379809869,0.9483929375516555,0.9483929379809869,0.9724647294776534,0.9548613843124745,0.9907293178519594,0.8844868445038586,0.9730813797587539,0.810678349979579,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.7666305311914852,0.8271132375516094,0.7143906694829645,0.985946176657582,0.9751035519784796,0.9970326409495549
27,0.9569615760049693,0.9285345271347452,0.9871841816184548,0.9560343190148842,0.9213644188528992,0.9934154166596677,0.4544469956244856,0.9161572050801472,0.30216614817375276,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.045611610228058055,0.023982558130820293,0.4647887323943662,0.988298882599765,0.9885925194296378,0.9880054201448718
28,0.9565684927415019,0.9441037734735727,0.9693667514226904,0.9804845367508808,0.9723270008832358,0.9887801093220118,0.816969814711382,0.9324279378640561,0.7269544924154026,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.030570252792475015,0.015829528153476553,0.4444444444444444,0.993598615916955,0.9928170730567389,0.9943813901947034
29,0.9896134539313886,0.9883103081371201,0.9909200407671639,0.9933125563660856,0.989861482730893,0.996787777976346,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.9501681442983797,0.9738250180297023,0.9276333914960051
30,0.93476465730801,0.9324546949151715,0.9370860927152318,0.9791004703882733,0.9670348470326334,0.9914709816045079,0.8928718582612277,0.9493559975050663,0.8427315859065101,0.9012201591511937,0.913529791254729,0.8892378559463987,,0.0,0.0,,0.0,0.0,0.0110803324099723,0.006394884087614001,0.04145077720207254,0.9946720349950429,0.9940852122668001,0.9952595509446821
31,0.9798190675017399,0.973879078771757,0.985831960461285,0.9721456015896948,0.9546937048683158,0.9902474238478088,0.9307691252520542,0.9726777522656915,0.8923226637910628,0.9540399410053015,0.9629838255024147,0.945260663507109,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.9932290209413942,0.9874103490098817,0.9991166766257047
32,0.9841897233201581,0.9741264336290454,0.9944631024779885,0.9424540231160015,0.9077758071559696,0.9798869795871296,0.9136355328093585,0.9691241335618941,0.8641569780006051,0.9588794191106419,0.9629457243823095,0.9548473116073947,,0.0,0.0,,0.0,0.0,0.07415036045314109,0.04736842099030471,0.17061611374407584,0.9922380705711524,0.9856648541689776,0.9988995466789304
33,0.9886223537285568,0.980985669277806,0.996378869639307,0.9477521263669502,0.9371945258660315,0.9585503020204124,0.9563577862259066,0.9656892162952282,0.9472049689440993,0.9678138365259137,0.9651752635895283,0.9704668755253305,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.9945918041249785,0.9927533268364693,0.996437103381468
34,0.9832600683806225,0.976625209404902,0.9899856938483548,0.9050105091870636,0.8640227851005902,0.9500806681218563,0.9237115120203324,0.9647799471709426,0.885996696328662,0.9687473255895375,0.9687397886789684,0.9687548626023091,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.9942859371648107,0.9888899233390056,0.9997411622598887
35,0.9815065022800201,0.9739400032701575,0.9891914893617021,0.8956573233320173,0.8475418409725216,0.9495647078520006,0.8969875198988954,0.9520701663626449,0.847929972889767,0.962080685230061,0.9520541746960659,0.9723206309109392,,0.0,0.0,,0.0,0.0,0.02593659942363112,0.01960784309453629,0.03829787234042553,0.9946100688501056,0.9929694523042814,0.9962561157200596
36,0.9926469002695417,0.9888726584899092,0.9964500627732802,0.9392219585182128,0.9195564872346234,0.9597469355476473,0.8993055090926122,0.9471503466670288,0.8560619570478689,0.9432196625657115,0.9255491537463891,0.9615780317626592,,0.0,0.0,,0.0,0.0,0.7045702509395078,0.6878106507247785,0.7221669980119284,0.9956268922101014,0.9957513072804931,0.9955025082165715
37,0.994898718590585,0.9944277637752055,0.9953701196729301,0.914786150712831,0.8851664268788766,0.9464567924647576,0.8619899729032764,0.9340425531649917,0.8002576379943125,0.9205011715269451,0.8873242423411591,0.9562554280751474,,0.0,0.0,,0.0,0.0,0.7791803769069697,0.7383219953811426,0.8248258391386953,0.9876412134515132,0.994976504933421,0.9804132867546924
38,0.991136885873728,0.9928098557151647,0.9894695446998165,0.9188215071252981,0.8945332181513256,0.9444655545844891,0.8903968708905149,0.9419286949840031,0.8442110647548714,0.8858467378115181,0.8617694239879606,0.9113081330217969,,0.0,0.0,,0.0,0.0,0.8092718193336812,0.7389913563779357,0.8943250144139692,0.9787382798356993,0.9803906855633878,0.977091434838967
39,0.9849610881301268,0.9871758835996355,0.9827562084644981,0.9323954439768078,0.9165605832393079,0.9487870619946092,0.8976317893830349,0.9114575525680443,0.8842192006592501,0.9595588235294118,0.9501886649168512,0.9691156278404146,,0.0,0.0,,0.0,0.0,0.032171581769437,0.019780219758483274,0.0861244019138756,0.9879307906275046,0.9936648236393724,0.9822625554295142
40,0.9807670678213924,0.9672409967487066,0.9946768060836502,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.9940128088801171,0.9920089362367839,0.996024793607815,,0.0,0.0,,0.0,0.0,0.9930929416245484,0.9912562803642232,0.9949364216692277
41,0.9932534460067881,0.9907417642883389,0.9957778950584706,0.9080297928782778,0.8824415975535461,0.9351462676529926,0.884514269424472,0.9317340095114699,0.8418498085677248,0.9591460630178094,0.9420914362454411,0.9768295518719065,,0.0,0.0,,0.0,0.0,0.036231884057971016,0.03333333311111111,0.03968253968253968,0.9968515133048954,0.9978280961090774,0.9958768402021917
42,0.9909905388109519,0.9866080351295918,0.9954121502394757,0.9162383237418671,0.8632429127372898,0.9761662178880722,0.8694079810068049,0.9230340865522719,0.8216708411605093,0.9465860804736996,0.9332859432993545,0.9602707749766574,,0.0,0.0,,0.0,0.0,0.02074688796680498,0.021645021551320254,0.0199203187250996,0.9936975167676623,0.9994393554305712,0.9880212756447504
43,0.9952037062270064,0.9940118130326353,0.9963984611606778,0.9100940052396363,0.8481401694428223,0.9818121363258521,0.8672477051706972,0.9459089556398123,0.8006648701740248,0.9271357872749807,0.8909284738499695,0.9664106965398862,,0.0,0.0,,0.0,0.0,0.553923205342237,0.9335959477019719,0.3937811535722763,0.9939204792400861,0.9972154798201388,0.9906471816283925
44,0.9845047284997558,0.9791574670158829,0.9899107142857143,0.9418534154917934,0.9009088800130552,0.986696845119867,0.8796878387166703,0.9472455648680557,0.821125050586807,0.930972371231434,0.899497869733348,0.9647294016849921,,0.0,0.0,0.5968548963545389,0.9155701744346818,0.4427359490986214,0.8710570005534034,0.8721336628699912,0.8699829931972789,0.9883427725189617,0.9914479297265602,0.9852570049176567
45,0.9776052216970513,0.9803633900259154,0.9748625294579732,0.9578514494593086,0.9406685014371052,0.9756738307510912,0.9274400276822473,0.9185083645594122,0.9365471011909007,0.903391737662755,0.9201047805854583,0.8872750236817177,,0.0,0.0,0.4138157894736842,0.899856937196199,0.26868859461768474,0.8786127167630057,0.8554522400295657,0.9030621829795228,0.9779119150859901,0.9853592188035191,0.9705763397371082
46,0.9919408654586519,0.9933175696004257,0.9905679721140045,0.927549981717019,0.8709078761622948,0.9920723844153648,0.9158830349091845,0.9476029092450453,0.8862179487179487,0.8657786450600263,0.8598331647767175,0.871806920119607,,0.0,0.0,0.09781659388646288,0.9105690982880561,0.05168435625288417,0.8433629059256779,0.7934876761637338,0.8999285522907922,0.9665023672092872,0.9809762037820331,0.9524494295848912
47,0.9778592951657278,0.9824930892480593,0.9732690050854088,0.9567485182049111,0.9218318285451576,0.994414456700305,0.9494835900388657,0.9462910326562511,0.9526977621708478,0.8499762369963564,0.8663078578184814,0.8342489893231056,,0.0,0.0,0.2945240101095198,0.9377682393371586,0.17469518289026584,0.8593467056693133,0.8245731279171126,0.8971823304853663,0.9599521713513327,0.9734474396201903,0.9468259665675315
48,0.9884574367981933,0.9880235765620753,0.9888916781724614,0.9418088693932402,0.91247205638066,0.9730947578004244,0.9339611296633765,0.945594860114958,0.9226101815722862,0.560763888888889,0.9787878781946739,0.3929440389294404,,0.0,0.0,0.7731874641119406,0.7116154872768349,0.8464236088136042,0.8276067231890525,0.8209987867389907,0.8343218927024325,0.9376135050354961,0.9405639284336584,0.9346815339038841
49,,0.0,0.0,0.9569338439919545,0.9286841190221492,0.9869561510699366,0.9234236220750239,0.9425698183108328,0.905039764868603,,0.0,0.0,,0.0,0.0,0.7449508325081178,0.6987514580421328,0.797691852436378,0.8587772524786261,0.8389865438031522,0.8795241968279789,0.9511927197234624,0.9576104380804445,0.944860449285228
50,0.9789646051139942,0.9901141458932881,0.9680633750186837,0.952485917217732,0.9530227656786084,0.9519496732186131,0.9036277445892198,0.9230358553727227,0.8850189911647574,,0.0,0.0,,0.0,0.0,0.7912597415408897,0.7344117198005673,0.8576469330291906,0.9003300173318455,0.9001590428727382,0.9005010567310204,0.9699819614252015,0.9485285248779239,0.9924283055178723
51,0.9606485508507011,0.9489929194370665,0.9725940538255601,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.9907373368694694,0.9875477673599202,0.9939475763962066,,0.0,0.0,,0.0,0.0,0.9926443021063803,0.9917592563178147,0.9935309289247812
52,0.7317073170731707,0.9482758566191043,0.5956678700361011,0.9557038504664758,0.9473195787088372,0.964237857786174,0.8932842686292548,0.8956928971702875,0.8908885595313712,,0.0,0.0,,0.0,0.0,0.860154328387366,0.8860310258874939,0.8357462081341777,0.7752538417616247,0.7398597421939035,0.8142045158262502,0.9140086681848233,0.8964135963329576,0.9323082917472163
53,,0.0,,0.9644106784163805,0.9478435305766849,0.981567276144626,0.8927645190430399,0.8843888920835347,0.9013003059543422,,0.0,0.0,,0.0,0.0,0.8187531654311893,0.8565751444880401,0.7841299938266161,0.830777006667833,0.8490483569416677,0.8132754814645657,0.875869366785948,0.8556390265323752,0.8970795069082486
54,,0.0,,0.9753955818798533,0.9636211060979598,0.9874613614707044,0.9012171458811078,0.9006497431134702,0.9017852640072621,,0.0,0.0,,0.0,0.0,0.7479049389948802,0.8939292455158053,0.6428884217901559,0.8274485289669496,0.7812428603769231,0.8794633289039393,0.9149879489392091,0.8894138063847008,0.9420763464798513
55,0.9765933656354827,0.9890532990344969,0.9644434628975265,0.9755971249462284,0.9584133392335975,0.9934083505566754,0.9103790150471405,0.9089915977597343,0.9117706740980236,,0.0,0.0,,0.0,0.0,0.6538339368528047,0.8559547570099875,0.5289341145030322,0.8455977349569807,0.8196642685414514,0.8732258430793687,0.8847146138893797,0.8906005407396257,0.8789059757039533
56,0.9405218726016884,0.991906110484862,0.8941991973732214,0.9756279779527184,0.9726016543516258,0.9786731935995663,0.9041168787189783,0.892587639687499,0.9159478533620858,,0.0,0.0,,0.0,0.0,0.6358935361216731,0.8562359203653008,0.5057457360590298,0.8407609975662732,0.810412672746927,0.8734707193736067,0.8224126512673343,0.81946888494563,0.8253776435045317
57,0.9809727603955816,0.9786522039027634,0.983304347826087,0.9686434927589616,0.9520357921300586,0.9858409035303032,0.8916498285921857,0.8596333789235608,0.9261433978281631,,0.0,0.0,,0.0,0.0,0.356341189674523,0.9548872166091922,0.21904104863746118,0.8412781561026715,0.9392728335179575,0.7617993517274093,0.8258251023849674,0.9437853531088859,0.734075689144993
58,0.967217828900072,0.9839110719637397,0.9510815778311891,0.9420059169839511,0.9130967858654684,0.9728054564422663,0.916671433201777,0.9142832693025303,0.9190721058265789,,0.0,0.0,,0.0,0.0,0.7167970547630004,0.8894472359777416,0.600277478032989,,0.0,0.0,0.8949050793279538,0.9474227229190945,0.8479039704524469
59,0.9814773488060702,0.979837362038561,0.9831228344696546,0.9459949088611828,0.9172844955640881,0.9765606268401922,0.9438738039824153,0.9563080341135184,0.9317587713923947,,0.0,0.0,,0.0,0.0,0.6826217024748436,0.8998565963432464,0.5498758580400175,,0.0,0.0,0.9625367629895897,0.9689600074963823,0.9561981171451097
60,0.9704522096608428,0.9846193949466582,0.9566869300911854,0.9560836604118501,0.9297201773367731,0.9839859226631842,0.952064016556817,0.9723069532728197,0.9326467843936829,,0.0,0.0,,0.0,0.0,0.705015585151601,0.8818525517764998,0.5872541306058222,,0.0,0.0,0.9772274830517593,0.9664378641423041,0.9882607394509889
61,0.970385546656733,0.9563142434081079,0.9848771266540642,0.9532066826706311,0.9360513121096121,0.9710026191983515,0.9552907614363473,0.9631383296119399,0.947570042312364,,0.0,0.0,,0.0,0.0,0.7131782945736433,0.875465452859854,0.6016491327836224,0.7307692307692307,0.7994236306631564,0.6729742843279961,0.9828162744332746,0.9748263162198165,0.9909382910382677
